"fmc","fmp","biomass","bbmsy","value","f","u","catch"
"NEFMC","Atlantic herring",0,0,"MSY",0.105360515657826,0.1,0
"NEFMC","Atlantic herring",0.01,0.02,"MSY",0.105360515657826,0.1,0.001
"NEFMC","Atlantic herring",0.02,0.04,"MSY",0.105360515657826,0.1,0.002
"NEFMC","Atlantic herring",0.03,0.06,"MSY",0.105360515657826,0.1,0.003
"NEFMC","Atlantic herring",0.04,0.08,"MSY",0.105360515657826,0.1,0.004
"NEFMC","Atlantic herring",0.05,0.1,"MSY",0.105360515657826,0.1,0.005
"NEFMC","Atlantic herring",0.06,0.12,"MSY",0.105360515657826,0.1,0.006
"NEFMC","Atlantic herring",0.07,0.14,"MSY",0.105360515657826,0.1,0.007
"NEFMC","Atlantic herring",0.08,0.16,"MSY",0.105360515657826,0.1,0.008
"NEFMC","Atlantic herring",0.09,0.18,"MSY",0.105360515657826,0.1,0.009
"NEFMC","Atlantic herring",0.1,0.2,"MSY",0.105360515657826,0.1,0.01
"NEFMC","Atlantic herring",0.11,0.22,"MSY",0.105360515657826,0.1,0.011
"NEFMC","Atlantic herring",0.12,0.24,"MSY",0.105360515657826,0.1,0.012
"NEFMC","Atlantic herring",0.13,0.26,"MSY",0.105360515657826,0.1,0.013
"NEFMC","Atlantic herring",0.14,0.28,"MSY",0.105360515657826,0.1,0.014
"NEFMC","Atlantic herring",0.15,0.3,"MSY",0.105360515657826,0.1,0.015
"NEFMC","Atlantic herring",0.16,0.32,"MSY",0.105360515657826,0.1,0.016
"NEFMC","Atlantic herring",0.17,0.34,"MSY",0.105360515657826,0.1,0.017
"NEFMC","Atlantic herring",0.18,0.36,"MSY",0.105360515657826,0.1,0.018
"NEFMC","Atlantic herring",0.19,0.38,"MSY",0.105360515657826,0.1,0.019
"NEFMC","Atlantic herring",0.2,0.4,"MSY",0.105360515657826,0.1,0.02
"NEFMC","Atlantic herring",0.21,0.42,"MSY",0.105360515657826,0.1,0.021
"NEFMC","Atlantic herring",0.22,0.44,"MSY",0.105360515657826,0.1,0.022
"NEFMC","Atlantic herring",0.23,0.46,"MSY",0.105360515657826,0.1,0.023
"NEFMC","Atlantic herring",0.24,0.48,"MSY",0.105360515657826,0.1,0.024
"NEFMC","Atlantic herring",0.25,0.5,"MSY",0.105360515657826,0.1,0.025
"NEFMC","Atlantic herring",0.26,0.52,"MSY",0.105360515657826,0.1,0.026
"NEFMC","Atlantic herring",0.27,0.54,"MSY",0.105360515657826,0.1,0.027
"NEFMC","Atlantic herring",0.28,0.56,"MSY",0.105360515657826,0.1,0.028
"NEFMC","Atlantic herring",0.29,0.58,"MSY",0.105360515657826,0.1,0.029
"NEFMC","Atlantic herring",0.3,0.6,"MSY",0.105360515657826,0.1,0.03
"NEFMC","Atlantic herring",0.31,0.62,"MSY",0.105360515657826,0.1,0.031
"NEFMC","Atlantic herring",0.32,0.64,"MSY",0.105360515657826,0.1,0.032
"NEFMC","Atlantic herring",0.33,0.66,"MSY",0.105360515657826,0.1,0.033
"NEFMC","Atlantic herring",0.34,0.68,"MSY",0.105360515657826,0.1,0.034
"NEFMC","Atlantic herring",0.35,0.7,"MSY",0.105360515657826,0.1,0.035
"NEFMC","Atlantic herring",0.36,0.72,"MSY",0.105360515657826,0.1,0.036
"NEFMC","Atlantic herring",0.37,0.74,"MSY",0.105360515657826,0.1,0.037
"NEFMC","Atlantic herring",0.38,0.76,"MSY",0.105360515657826,0.1,0.038
"NEFMC","Atlantic herring",0.39,0.78,"MSY",0.105360515657826,0.1,0.039
"NEFMC","Atlantic herring",0.4,0.8,"MSY",0.105360515657826,0.1,0.04
"NEFMC","Atlantic herring",0.41,0.82,"MSY",0.105360515657826,0.1,0.041
"NEFMC","Atlantic herring",0.42,0.84,"MSY",0.105360515657826,0.1,0.042
"NEFMC","Atlantic herring",0.43,0.86,"MSY",0.105360515657826,0.1,0.043
"NEFMC","Atlantic herring",0.44,0.88,"MSY",0.105360515657826,0.1,0.044
"NEFMC","Atlantic herring",0.45,0.9,"MSY",0.105360515657826,0.1,0.045
"NEFMC","Atlantic herring",0.46,0.92,"MSY",0.105360515657826,0.1,0.046
"NEFMC","Atlantic herring",0.47,0.94,"MSY",0.105360515657826,0.1,0.047
"NEFMC","Atlantic herring",0.48,0.96,"MSY",0.105360515657826,0.1,0.048
"NEFMC","Atlantic herring",0.49,0.98,"MSY",0.105360515657826,0.1,0.049
"NEFMC","Atlantic herring",0.5,1,"MSY",0.105360515657826,0.1,0.05
"NEFMC","Atlantic herring",0.51,1.02,"MSY",0.105360515657826,0.1,0.051
"NEFMC","Atlantic herring",0.52,1.04,"MSY",0.105360515657826,0.1,0.052
"NEFMC","Atlantic herring",0.53,1.06,"MSY",0.105360515657826,0.1,0.053
"NEFMC","Atlantic herring",0.54,1.08,"MSY",0.105360515657826,0.1,0.054
"NEFMC","Atlantic herring",0.55,1.1,"MSY",0.105360515657826,0.1,0.055
"NEFMC","Atlantic herring",0.56,1.12,"MSY",0.105360515657826,0.1,0.056
"NEFMC","Atlantic herring",0.57,1.14,"MSY",0.105360515657826,0.1,0.057
"NEFMC","Atlantic herring",0.58,1.16,"MSY",0.105360515657826,0.1,0.058
"NEFMC","Atlantic herring",0.59,1.18,"MSY",0.105360515657826,0.1,0.059
"NEFMC","Atlantic herring",0.6,1.2,"MSY",0.105360515657826,0.1,0.06
"NEFMC","Atlantic herring",0.61,1.22,"MSY",0.105360515657826,0.1,0.061
"NEFMC","Atlantic herring",0.62,1.24,"MSY",0.105360515657826,0.1,0.062
"NEFMC","Atlantic herring",0.63,1.26,"MSY",0.105360515657826,0.1,0.063
"NEFMC","Atlantic herring",0.64,1.28,"MSY",0.105360515657826,0.1,0.064
"NEFMC","Atlantic herring",0.65,1.3,"MSY",0.105360515657826,0.1,0.065
"NEFMC","Atlantic herring",0.66,1.32,"MSY",0.105360515657826,0.1,0.066
"NEFMC","Atlantic herring",0.67,1.34,"MSY",0.105360515657826,0.1,0.067
"NEFMC","Atlantic herring",0.68,1.36,"MSY",0.105360515657826,0.1,0.068
"NEFMC","Atlantic herring",0.69,1.38,"MSY",0.105360515657826,0.1,0.069
"NEFMC","Atlantic herring",0.7,1.4,"MSY",0.105360515657826,0.1,0.07
"NEFMC","Atlantic herring",0.71,1.42,"MSY",0.105360515657826,0.1,0.071
"NEFMC","Atlantic herring",0.72,1.44,"MSY",0.105360515657826,0.1,0.072
"NEFMC","Atlantic herring",0.73,1.46,"MSY",0.105360515657826,0.1,0.073
"NEFMC","Atlantic herring",0.74,1.48,"MSY",0.105360515657826,0.1,0.074
"NEFMC","Atlantic herring",0.75,1.5,"MSY",0.105360515657826,0.1,0.075
"NEFMC","Atlantic herring",0.76,1.52,"MSY",0.105360515657826,0.1,0.076
"NEFMC","Atlantic herring",0.77,1.54,"MSY",0.105360515657826,0.1,0.077
"NEFMC","Atlantic herring",0.78,1.56,"MSY",0.105360515657826,0.1,0.078
"NEFMC","Atlantic herring",0.79,1.58,"MSY",0.105360515657826,0.1,0.079
"NEFMC","Atlantic herring",0.8,1.6,"MSY",0.105360515657826,0.1,0.08
"NEFMC","Atlantic herring",0.81,1.62,"MSY",0.105360515657826,0.1,0.081
"NEFMC","Atlantic herring",0.82,1.64,"MSY",0.105360515657826,0.1,0.082
"NEFMC","Atlantic herring",0.83,1.66,"MSY",0.105360515657826,0.1,0.083
"NEFMC","Atlantic herring",0.84,1.68,"MSY",0.105360515657826,0.1,0.084
"NEFMC","Atlantic herring",0.85,1.7,"MSY",0.105360515657826,0.1,0.085
"NEFMC","Atlantic herring",0.86,1.72,"MSY",0.105360515657826,0.1,0.086
"NEFMC","Atlantic herring",0.87,1.74,"MSY",0.105360515657826,0.1,0.087
"NEFMC","Atlantic herring",0.88,1.76,"MSY",0.105360515657826,0.1,0.088
"NEFMC","Atlantic herring",0.89,1.78,"MSY",0.105360515657826,0.1,0.089
"NEFMC","Atlantic herring",0.9,1.8,"MSY",0.105360515657826,0.1,0.09
"NEFMC","Atlantic herring",0.91,1.82,"MSY",0.105360515657826,0.1,0.091
"NEFMC","Atlantic herring",0.92,1.84,"MSY",0.105360515657826,0.1,0.092
"NEFMC","Atlantic herring",0.93,1.86,"MSY",0.105360515657826,0.1,0.093
"NEFMC","Atlantic herring",0.94,1.88,"MSY",0.105360515657826,0.1,0.094
"NEFMC","Atlantic herring",0.95,1.9,"MSY",0.105360515657826,0.1,0.095
"NEFMC","Atlantic herring",0.96,1.92,"MSY",0.105360515657826,0.1,0.096
"NEFMC","Atlantic herring",0.97,1.94,"MSY",0.105360515657826,0.1,0.097
"NEFMC","Atlantic herring",0.98,1.96,"MSY",0.105360515657826,0.1,0.098
"NEFMC","Atlantic herring",0.99,1.98,"MSY",0.105360515657826,0.1,0.099
"NEFMC","Atlantic herring",1,2,"MSY",0.105360515657826,0.1,0.1
"NEFMC","Atlantic herring",0,0,"ABC",-0.0210721031315653,-0.0212956876001351,0
"NEFMC","Atlantic herring",0.01,0.02,"ABC",-0.0168576825052522,-0.0170005750514519,-0.000170005750514519
"NEFMC","Atlantic herring",0.02,0.04,"ABC",-0.0126432618789392,-0.0127235258237344,-0.000254470516474687
"NEFMC","Atlantic herring",0.03,0.06,"ABC",-0.0084288412526261,-0.00846446395073941,-0.000253933918522182
"NEFMC","Atlantic herring",0.04,0.08,"ABC",-0.00421442062631305,-0.00422331378570329,-0.000168932551428131
"NEFMC","Atlantic herring",0.05,0.1,"ABC",0,0,0
"NEFMC","Atlantic herring",0.06,0.12,"ABC",0.00421442062631305,0.00420555241819909,0.000252333145091945
"NEFMC","Atlantic herring",0.07,0.14,"ABC",0.0084288412526261,0.00839341816525607,0.000587539271567925
"NEFMC","Atlantic herring",0.08,0.16,"ABC",0.0126432618789392,0.0125636716233933,0.00100509372987147
"NEFMC","Atlantic herring",0.09,0.18,"ABC",0.0168576825052522,0.0167163868620152,0.00150447481758136
"NEFMC","Atlantic herring",0.1,0.2,"ABC",0.0210721031315653,0.0208516376390232,0.00208516376390232
"NEFMC","Atlantic herring",0.11,0.22,"ABC",0.0252865237578783,0.0249694974021262,0.00274664471423388
"NEFMC","Atlantic herring",0.12,0.24,"ABC",0.0295009443841914,0.0290700392901445,0.00348840471481734
"NEFMC","Atlantic herring",0.13,0.26,"ABC",0.0337153650105044,0.0331533361343098,0.00430993369746028
"NEFMC","Atlantic herring",0.14,0.28,"ABC",0.0379297856368175,0.0372194604595579,0.00521072446433811
"NEFMC","Atlantic herring",0.15,0.3,"ABC",0.0421442062631305,0.0412684844858173,0.0061902726728726
"NEFMC","Atlantic herring",0.16,0.32,"ABC",0.0463586268894436,0.0453004801292917,0.00724807682068667
"NEFMC","Atlantic herring",0.17,0.34,"ABC",0.0505730475157566,0.0493155190037374,0.00838363823063536
"NEFMC","Atlantic herring",0.18,0.36,"ABC",0.0547874681420697,0.0533136724217357,0.00959646103591242
"NEFMC","Atlantic herring",0.19,0.38,"ABC",0.0590018887683827,0.0572950113959585,0.0108860521652321
"NEFMC","Atlantic herring",0.2,0.4,"ABC",0.0632163093946958,0.0612596066404306,0.0122519213280861
"NEFMC","Atlantic herring",0.21,0.42,"ABC",0.0674307300210088,0.0652075285717851,0.0136935810000749
"NEFMC","Atlantic herring",0.22,0.44,"ABC",0.0716451506473219,0.0691388473105143,0.0152105464083132
"NEFMC","Atlantic herring",0.23,0.46,"ABC",0.0758595712736349,0.0730536326822153,0.0168023355169095
"NEFMC","Atlantic herring",0.24,0.48,"ABC",0.080073991899948,0.0769519542188295,0.0184684690125191
"NEFMC","Atlantic herring",0.25,0.5,"ABC",0.084288412526261,0.0808338811598784,0.0202084702899696
"NEFMC","Atlantic herring",0.26,0.52,"ABC",0.084288412526261,0.0808338811598784,0.0210168091015684
"NEFMC","Atlantic herring",0.27,0.54,"ABC",0.084288412526261,0.0808338811598784,0.0218251479131672
"NEFMC","Atlantic herring",0.28,0.56,"ABC",0.084288412526261,0.0808338811598784,0.022633486724766
"NEFMC","Atlantic herring",0.29,0.58,"ABC",0.084288412526261,0.0808338811598784,0.0234418255363647
"NEFMC","Atlantic herring",0.3,0.6,"ABC",0.084288412526261,0.0808338811598784,0.0242501643479635
"NEFMC","Atlantic herring",0.31,0.62,"ABC",0.084288412526261,0.0808338811598784,0.0250585031595623
"NEFMC","Atlantic herring",0.32,0.64,"ABC",0.084288412526261,0.0808338811598784,0.0258668419711611
"NEFMC","Atlantic herring",0.33,0.66,"ABC",0.084288412526261,0.0808338811598784,0.0266751807827599
"NEFMC","Atlantic herring",0.34,0.68,"ABC",0.084288412526261,0.0808338811598784,0.0274835195943587
"NEFMC","Atlantic herring",0.35,0.7,"ABC",0.084288412526261,0.0808338811598784,0.0282918584059575
"NEFMC","Atlantic herring",0.36,0.72,"ABC",0.084288412526261,0.0808338811598784,0.0291001972175562
"NEFMC","Atlantic herring",0.37,0.74,"ABC",0.084288412526261,0.0808338811598784,0.029908536029155
"NEFMC","Atlantic herring",0.38,0.76,"ABC",0.084288412526261,0.0808338811598784,0.0307168748407538
"NEFMC","Atlantic herring",0.39,0.78,"ABC",0.084288412526261,0.0808338811598784,0.0315252136523526
"NEFMC","Atlantic herring",0.4,0.8,"ABC",0.084288412526261,0.0808338811598784,0.0323335524639514
"NEFMC","Atlantic herring",0.41,0.82,"ABC",0.084288412526261,0.0808338811598784,0.0331418912755502
"NEFMC","Atlantic herring",0.42,0.84,"ABC",0.084288412526261,0.0808338811598784,0.0339502300871489
"NEFMC","Atlantic herring",0.43,0.86,"ABC",0.084288412526261,0.0808338811598784,0.0347585688987477
"NEFMC","Atlantic herring",0.44,0.88,"ABC",0.084288412526261,0.0808338811598784,0.0355669077103465
"NEFMC","Atlantic herring",0.45,0.9,"ABC",0.084288412526261,0.0808338811598784,0.0363752465219453
"NEFMC","Atlantic herring",0.46,0.92,"ABC",0.084288412526261,0.0808338811598784,0.0371835853335441
"NEFMC","Atlantic herring",0.47,0.94,"ABC",0.084288412526261,0.0808338811598784,0.0379919241451429
"NEFMC","Atlantic herring",0.48,0.96,"ABC",0.084288412526261,0.0808338811598784,0.0388002629567417
"NEFMC","Atlantic herring",0.49,0.98,"ABC",0.084288412526261,0.0808338811598784,0.0396086017683404
"NEFMC","Atlantic herring",0.5,1,"ABC",0.084288412526261,0.0808338811598784,0.0404169405799392
"NEFMC","Atlantic herring",0.51,1.02,"ABC",0.084288412526261,0.0808338811598784,0.041225279391538
"NEFMC","Atlantic herring",0.52,1.04,"ABC",0.084288412526261,0.0808338811598784,0.0420336182031368
"NEFMC","Atlantic herring",0.53,1.06,"ABC",0.084288412526261,0.0808338811598784,0.0428419570147356
"NEFMC","Atlantic herring",0.54,1.08,"ABC",0.084288412526261,0.0808338811598784,0.0436502958263344
"NEFMC","Atlantic herring",0.55,1.1,"ABC",0.084288412526261,0.0808338811598784,0.0444586346379331
"NEFMC","Atlantic herring",0.56,1.12,"ABC",0.084288412526261,0.0808338811598784,0.0452669734495319
"NEFMC","Atlantic herring",0.57,1.14,"ABC",0.084288412526261,0.0808338811598784,0.0460753122611307
"NEFMC","Atlantic herring",0.58,1.16,"ABC",0.084288412526261,0.0808338811598784,0.0468836510727295
"NEFMC","Atlantic herring",0.59,1.18,"ABC",0.084288412526261,0.0808338811598784,0.0476919898843283
"NEFMC","Atlantic herring",0.6,1.2,"ABC",0.084288412526261,0.0808338811598784,0.0485003286959271
"NEFMC","Atlantic herring",0.61,1.22,"ABC",0.084288412526261,0.0808338811598784,0.0493086675075258
"NEFMC","Atlantic herring",0.62,1.24,"ABC",0.084288412526261,0.0808338811598784,0.0501170063191246
"NEFMC","Atlantic herring",0.63,1.26,"ABC",0.084288412526261,0.0808338811598784,0.0509253451307234
"NEFMC","Atlantic herring",0.64,1.28,"ABC",0.084288412526261,0.0808338811598784,0.0517336839423222
"NEFMC","Atlantic herring",0.65,1.3,"ABC",0.084288412526261,0.0808338811598784,0.052542022753921
"NEFMC","Atlantic herring",0.66,1.32,"ABC",0.084288412526261,0.0808338811598784,0.0533503615655198
"NEFMC","Atlantic herring",0.67,1.34,"ABC",0.084288412526261,0.0808338811598784,0.0541587003771186
"NEFMC","Atlantic herring",0.68,1.36,"ABC",0.084288412526261,0.0808338811598784,0.0549670391887173
"NEFMC","Atlantic herring",0.69,1.38,"ABC",0.084288412526261,0.0808338811598784,0.0557753780003161
"NEFMC","Atlantic herring",0.7,1.4,"ABC",0.084288412526261,0.0808338811598784,0.0565837168119149
"NEFMC","Atlantic herring",0.71,1.42,"ABC",0.084288412526261,0.0808338811598784,0.0573920556235137
"NEFMC","Atlantic herring",0.72,1.44,"ABC",0.084288412526261,0.0808338811598784,0.0582003944351125
"NEFMC","Atlantic herring",0.73,1.46,"ABC",0.084288412526261,0.0808338811598784,0.0590087332467113
"NEFMC","Atlantic herring",0.74,1.48,"ABC",0.084288412526261,0.0808338811598784,0.05981707205831
"NEFMC","Atlantic herring",0.75,1.5,"ABC",0.084288412526261,0.0808338811598784,0.0606254108699088
"NEFMC","Atlantic herring",0.76,1.52,"ABC",0.084288412526261,0.0808338811598784,0.0614337496815076
"NEFMC","Atlantic herring",0.77,1.54,"ABC",0.084288412526261,0.0808338811598784,0.0622420884931064
"NEFMC","Atlantic herring",0.78,1.56,"ABC",0.084288412526261,0.0808338811598784,0.0630504273047052
"NEFMC","Atlantic herring",0.79,1.58,"ABC",0.084288412526261,0.0808338811598784,0.063858766116304
"NEFMC","Atlantic herring",0.8,1.6,"ABC",0.084288412526261,0.0808338811598784,0.0646671049279028
"NEFMC","Atlantic herring",0.81,1.62,"ABC",0.084288412526261,0.0808338811598784,0.0654754437395015
"NEFMC","Atlantic herring",0.82,1.64,"ABC",0.084288412526261,0.0808338811598784,0.0662837825511003
"NEFMC","Atlantic herring",0.83,1.66,"ABC",0.084288412526261,0.0808338811598784,0.0670921213626991
"NEFMC","Atlantic herring",0.84,1.68,"ABC",0.084288412526261,0.0808338811598784,0.0679004601742979
"NEFMC","Atlantic herring",0.85,1.7,"ABC",0.084288412526261,0.0808338811598784,0.0687087989858967
"NEFMC","Atlantic herring",0.86,1.72,"ABC",0.084288412526261,0.0808338811598784,0.0695171377974955
"NEFMC","Atlantic herring",0.87,1.74,"ABC",0.084288412526261,0.0808338811598784,0.0703254766090942
"NEFMC","Atlantic herring",0.88,1.76,"ABC",0.084288412526261,0.0808338811598784,0.071133815420693
"NEFMC","Atlantic herring",0.89,1.78,"ABC",0.084288412526261,0.0808338811598784,0.0719421542322918
"NEFMC","Atlantic herring",0.9,1.8,"ABC",0.084288412526261,0.0808338811598784,0.0727504930438906
"NEFMC","Atlantic herring",0.91,1.82,"ABC",0.084288412526261,0.0808338811598784,0.0735588318554894
"NEFMC","Atlantic herring",0.92,1.84,"ABC",0.084288412526261,0.0808338811598784,0.0743671706670882
"NEFMC","Atlantic herring",0.93,1.86,"ABC",0.084288412526261,0.0808338811598784,0.075175509478687
"NEFMC","Atlantic herring",0.94,1.88,"ABC",0.084288412526261,0.0808338811598784,0.0759838482902857
"NEFMC","Atlantic herring",0.95,1.9,"ABC",0.084288412526261,0.0808338811598784,0.0767921871018845
"NEFMC","Atlantic herring",0.96,1.92,"ABC",0.084288412526261,0.0808338811598784,0.0776005259134833
"NEFMC","Atlantic herring",0.97,1.94,"ABC",0.084288412526261,0.0808338811598784,0.0784088647250821
"NEFMC","Atlantic herring",0.98,1.96,"ABC",0.084288412526261,0.0808338811598784,0.0792172035366809
"NEFMC","Atlantic herring",0.99,1.98,"ABC",0.084288412526261,0.0808338811598784,0.0800255423482797
"NEFMC","Atlantic herring",1,2,"ABC",0.084288412526261,0.0808338811598784,0.0808338811598784
