"stockid","stocklong","assessid","assessor_id","assess_method","country","region","area","family","species","comm_name"
"PSALMHOMES","Pink salmon Homeshor (District114)","ADFG-PSALMHOMES-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Homeshor (District114)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMHOONAHS","Pink salmon Hoonah S (District113)","ADFG-PSALMHOONAHS-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Hoonah S (District113)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMHOUGHTON","Pink salmon Houghton (District110)","ADFG-PSALMHOUGHTON-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Houghton (District110)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMHUMPCY","Pink salmon Humpy Creek (Yakutat)","ADFG-PSALMHUMPCY-1962-1994-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Humpy Creek (Yakutat)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMHUMPYCCISD","Pink salmon Humpy Creek (Cook Inlet Southern D)","ADFG-PSALMHUMPYCCISD-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Humpy Creek (Cook Inlet Southern D)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMIGUSHIK","Pink salmon Igushik River","ADFG-PSALMIGUSHIK-1962-1984-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Igushik River","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMJAMESLOD","Pink salmon James Lagoon (Outer D)","ADFG-PSALMJAMESLOD-1980-1995-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","James Lagoon (Outer D)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMKASAAN","Pink salmon Kasaan (District102)","ADFG-PSALMKASAAN-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Kasaan (District102)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMKELPB","Pink salmon Kelp By (District112)","ADFG-PSALMKELPB-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Kelp By (District112)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMKLAWOCK","Pink salmon Klawock (District103)","ADFG-PSALMKLAWOCK-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Klawock (District103)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMKODIAKMD","Pink salmon Kodiak Mainland District","ADFG-PSALMKODIAKMD-1980-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Kodiak Mainland District","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMKODIAKWD","Pink salmon Kodiak Westside District","ADFG-PSALMKODIAKWD-1978-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Kodiak Westside District","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMKUSKOKWIM","Pink salmon Kuskokwim","ADFG-PSALMKUSKOKWIM-1960-2003-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Kuskokwim","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMLISIANSKI","Pink salmon Lisianski (District113)","ADFG-PSALMLISIANSKI-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Lisianski (District113)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMLKAMR","Pink salmon Little Kamishak River (Kamishak D)","ADFG-PSALMLKAMR-1962-1989-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Little Kamishak River (Kamishak D)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMLYNNCD112","Pink salmon Lynn Cnl (District112)","ADFG-PSALMLYNNCD112-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Lynn Cnl (District112)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMLYNNCD115","Pink salmon Lynn Cnl (District115)","ADFG-PSALMLYNNCD115-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Lynn Cnl (District115)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMMOIRA","Pink salmon Moira (District102)","ADFG-PSALMMOIRA-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Moira (District102)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMMONTD","Pink salmon Montague District","ADFG-PSALMMONTD-1965-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Montague District","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMMPNBNS","Pink salmon Moses Point and Norton Bay (Norton Sound)","ADFG-PSALMMPNBNS-1961-2003-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Moses Point and Norton Bay (Norton Sound)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMNCHICHAGO","Pink salmon Nchichago (District114)","ADFG-PSALMNCHICHAGO-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Nchichago (District114)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMNISQPS","Pink salmon Nisqually (Puget Sound)","WDFW-PSALMNISQPS-1959-1997-HIVELY","WDFW","Unknown","USA","US West Coast (Pacific Salmon)","Nisqually (Puget Sound)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMNOME","Pink salmon Nome (Norton Sound)","ADFG-PSALMNOME-1965-2004-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Nome (Norton Sound)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMNOOKSPS","Pink salmon Nooksack (Puget Sound)","WDFW-PSALMNOOKSPS-1959-1997-HIVELY","WDFW","Unknown","USA","US West Coast (Pacific Salmon)","Nooksack (Puget Sound)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMNUNAKWIKD","Pink salmon Northern/Unakwik District","ADFG-PSALMNUNAKWIKD-1965-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Northern/Unakwik District","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMNUSHAGAKR","Pink salmon Nushagak River","ADFG-PSALMNUSHAGAKR-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Nushagak River","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMPCHATHAM","Pink salmon Port Chatham (Outer D)","ADFG-PSALMPCHATHAM-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Port Chatham (Outer D)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMPDICK","Pink salmon Port Dick (Outer D)","ADFG-PSALMPDICK-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Port Dick (Outer D)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMPERRYVILLED","Pink salmon Perryville District","ADFG-PSALMPERRYVILLED-1962-1997-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Perryville District","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMPGRAHAMSD","Pink salmon Port Graham (Southern D)","ADFG-PSALMPGRAHAMSD-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Port Graham (Southern D)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMPORTAGEB","Pink salmon Portage B (District110)","ADFG-PSALMPORTAGEB-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Portage B (District110)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMPORTLAND","Pink salmon Portland (District 101)","ADFG-PSALMPORTLAND-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Portland (District 101)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMPORTLOCK","Pink salmon Portlock (District113)","ADFG-PSALMPORTLOCK-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Portlock (District113)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMPUYALLUPPS","Pink salmon Puyallup (Puget Sound)","WDFW-PSALMPUYALLUPPS-1959-1997-HIVELY","WDFW","Unknown","USA","US West Coast (Pacific Salmon)","Puyallup (Puget Sound)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMPWSED","Pink salmon PWS Eastern District","ADFG-PSALMPWSED-1965-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","PWS Eastern District","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMPWSNWD","Pink salmon PWS Northwestern District","ADFG-PSALMPWSNWD-1965-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","PWS Northwestern District","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMPWSSED","Pink salmon PWS Southeastern District","ADFG-PSALMPWSSED-1965-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","PWS Southeastern District","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMPWSSWD","Pink salmon PWS Southwest District","ADFG-PSALMPWSSWD-1965-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","PWS Southwest District","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMPYBUSGA","Pink salmon Pybus/Ga (District110)","ADFG-PSALMPYBUSGA-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Pybus/Ga (District110)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMRATZH","Pink salmon Ratz Hbr (District106)","ADFG-PSALMRATZH-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Ratz Hbr (District106)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMRESB","Pink salmon Resurrection Bay (Eastern D)","ADFG-PSALMRESB-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Resurrection Bay (Eastern D)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMROCKYROD","Pink salmon Rocky River (Outer D)","ADFG-PSALMROCKYROD-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Rocky River (Outer D)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMSAGINWB","Pink salmon Saginw By (District109)","ADFG-PSALMSAGINWB-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Saginw By (District109)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMSAKP","Pink salmon South AK Peninsula w/o Chignik","ADFG-PSALMSAKP-1950-2004-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","South AK Peninsula w/o Chignik","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMSALISBURY","Pink salmon Salisbury (District113)","ADFG-PSALMSALISBURY-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Salisbury (District113)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMSASHINCNI","Pink salmon Sashin Creek (Northern Inside)","ADFG-PSALMSASHINCNI-1950-1997-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Sashin Creek (Northern Inside)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMSBPCKD","Pink salmon Sunday and Browns Peak Creek (Kamishak D)","ADFG-PSALMSBPCKD-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Sunday and Browns Peak Creek (Kamishak D)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMSEAOTTER","Pink salmon SeaOtter (District103)","ADFG-PSALMSEAOTTER-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","SeaOtter (District103)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMSEBARAN","Pink salmon SE Baran (District109)","ADFG-PSALMSEBARAN-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","SE Baran (District109)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMSELDOVIAB","Pink salmon Seldovia Bay  (Southern D)","ADFG-PSALMSELDOVIAB-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Seldovia Bay  (Southern D)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMSEYMOUR","Pink salmon Seymour (District111)","ADFG-PSALMSEYMOUR-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Seymour (District111)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMSHAKTOOLIKNS","Pink salmon Shaktoolik (Norton Sound)","ADFG-PSALMSHAKTOOLIKNS-1961-2004-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Shaktoolik (Norton Sound)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMSHIPLEY","Pink salmon Shipley (District105)","ADFG-PSALMSHIPLEY-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Shipley (District105)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMSITKAS","Pink salmon Sitka Sd (District113)","ADFG-PSALMSITKAS-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Sitka Sd (District113)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMSITUKR","Pink salmon Situk River","ADFG-PSALMSITUKR-1961-1992-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Situk River","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMSKAGPS","Pink salmon Skagit (Puget Sound)","WDFW-PSALMSKAGPS-1959-1997-HIVELY","WDFW","Unknown","USA","US West Coast (Pacific Salmon)","Skagit (Puget Sound)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMSLOCUM","Pink salmon Slocum (District113)","ADFG-PSALMSLOCUM-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Slocum (District113)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMSNAKER","Pink salmon Snake River","ADFG-PSALMSNAKER-1962-1984-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Snake River","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMSNOHPS","Pink salmon Snohomish (Puget Sound)","WDFW-PSALMSNOHPS-1959-1997-HIVELY","WDFW","Unknown","USA","US West Coast (Pacific Salmon)","Snohomish (Puget Sound)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMSTEPHENS","Pink salmon Stephens (District111)","ADFG-PSALMSTEPHENS-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Stephens (District111)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMSTIKINE","Pink salmon Stikine (District108)","ADFG-PSALMSTIKINE-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Stikine (District108)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMSTILLAPS","Pink salmon Stillaguamish (Puget Sound)","WDFW-PSALMSTILLAPS-1959-1997-HIVELY","WDFW","Unknown","USA","US West Coast (Pacific Salmon)","Stillaguamish (Puget Sound)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMSWADMIR","Pink salmon SWAdmir (District112)","ADFG-PSALMSWADMIR-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","SWAdmir (District112)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMTANAKEE","Pink salmon Tenakee (District112)","ADFG-PSALMTANAKEE-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Tenakee (District112)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMTEBENKOF","Pink salmon Tebenkof (District109)","ADFG-PSALMTEBENKOF-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Tebenkof (District109)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMTOTEMB","Pink salmon Totem By (District106)","ADFG-PSALMTOTEMB-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Totem By (District106)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMTUTKASD","Pink salmon Tutka (Southern D)","ADFG-PSALMTUTKASD-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Tutka (Southern D)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMUCOOKI","Pink salmon Upper Cook Inlet","ADFG-PSALMUCOOKI-1956-2004-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Upper Cook Inlet","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMUNALAKLEETNS","Pink salmon Unalakleet (Norton Sound)","ADFG-PSALMUNALAKLEETNS-1960-2004-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Unalakleet (Norton Sound)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMUNIONB","Pink salmon Union By (District107)","ADFG-PSALMUNIONB-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Union By (District107)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMWADMIRAL","Pink salmon WAdmiral (District112)","ADFG-PSALMWADMIRAL-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","WAdmiral (District112)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMWBEHM","Pink salmon WBehm (District 101)","ADFG-PSALMWBEHM-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","WBehm (District 101)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMWCRAWFISH","Pink salmon Wcrawfish (District113)","ADFG-PSALMWCRAWFISH-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Wcrawfish (District113)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMWHALEB","Pink salmon Whale By (District113)","ADFG-PSALMWHALEB-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Whale By (District113)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMWHALEP","Pink salmon Whale Pe (District106)","ADFG-PSALMWHALEP-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Whale Pe (District106)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMWINDYC","Pink salmon Windy Creek (Outer D)","ADFG-PSALMWINDYC-1960-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Windy Creek (Outer D)","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSALMWOODR","Pink salmon Wood River","ADFG-PSALMWOODR-1962-1984-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Wood River","Salmonidae","Oncorhynchus gorbuscha","Pink salmon"
"PSOLEPCOAST","Petrale sole Pacific Coast","NWFSC-PSOLEPCOAST-1876-2015-SISIMP2016","NWFSC","SS3","USA","US West Coast","Pacific Coast","Pleuronectidae","Eopsetta jordani","Petrale sole"
"QUAHATLC","Ocean quahog Atlantic Coast","NEFSC-QUAHATLC-1978-2011-SISIMP2016","NEFSC","KLAMZ","USA","US East Coast","Atlantic Coast","Arcticidae","Arctica islandica","Ocean quahog"
"RDEEPCRABNWATL","Red deepsea crab Northwestern Atlantic","NEFSC-RDEEPCRABNWATL-1982-2008-CHUTE","NEFSC","Count","USA","US East Coast","Northwestern Atlantic","Geryonidae","Chaceon quinquedens","Red deepsea crab"
"REXSOLEGA","Rex sole Gulf of Alaska","AFSC-REXSOLEGA-1982-2014-SISIMP2016","AFSC","SS3","USA","US Alaska","Gulf of Alaska","Pleuronectidae","Glyptocephalus zachirus","Rex sole"
"REXSOLEPCOAST","Rex sole Pacific Coast","NWFSC-REXSOLEPCOAST-1896-2012-SISIMP2016","NWFSC","SS3","USA","US West Coast","Pacific Coast","Pleuronectidae","Glyptocephalus zachirus","Rex sole"
"REYEROCKBSAI","Rougheye rockfish Bering Sea and Aleutian Islands","AFSC-REYEROCKBSAI-1974-2015-HIVELY","AFSC","SCA","USA","US Alaska","Bering Sea and Aleutian Islands","Sebastidae","Sebastes aleutianus","Rougheye rockfish"
"REYEROCKGA","Rougheye rockfish Gulf of Alaska","AFSC-REYEROCKGA-1974-2010-STACHURA","AFSC","AD-CAM","USA","US Alaska","Gulf of Alaska","Sebastidae","Sebastes aleutianus","Rougheye rockfish"
"RGROUPGM","Red grouper Gulf of Mexico","SEFSC-RGROUPGM-1993-2013-SISIMP2016","SEFSC","SS3","USA","US Southeast and Gulf","Gulf of Mexico","Serranidae","Epinephelus morio","Red grouper"
"RGROUPSATL","Red grouper South Atlantic","SEFSC-RGROUPSATL-1976-2009-HIVELY","SEFSC","BAM","USA","US Southeast and Gulf","South Atlantic","Serranidae","Epinephelus morio","Red grouper"
"RHAKEGOMNGB","Red hake Gulf of Maine / Northern Georges Bank","NEFSC-RHAKEGOMNGB-1980-2014-SISIMP2016","NEFSC","Unknown","USA","US East Coast","Gulf of Maine / Northern Georges Bank","Phycidae","Urophycis chuss","Red hake"
"RHAKESGBMATL","Red hake Southern Georges Bank / Mid-Atlantic","NEFSC-RHAKESGBMATL-1980-2014-SISIMP2016","NEFSC","Unknown","USA","US East Coast","Southern Georges Bank / Mid-Atlantic","Phycidae","Urophycis chuss","Red hake"
"RKCRABBB","Red king crab Bristol Bay","AFSC-RKCRABBB-1975-2015-SISIMP2016","AFSC","Unknown","USA","US Alaska","Bristol Bay","Lithodidae","Paralithodes camtschaticus","Red king crab"
"RKCRABNS","Red king crab Norton Sound","AFSC-RKCRABNS-1976-2008-JENSEN","AFSC","LBA","USA","US Alaska","Norton Sound","Lithodidae","Paralithodes camtschaticus","Red king crab"
"RKCRABPI","Red king crab Pribilof Islands","AFSC-RKCRABPI-1981-2009-JENSEN","AFSC","Survey indices","USA","US Alaska","Pribilof Islands","Lithodidae","Paralithodes camtschaticus","Red king crab"
"RPORGYSATLC","Red porgy Southern Atlantic coast","SEFSC-RPORGYSATLC-1972-2012-HIVELY","SEFSC","BAM","USA","US Southeast and Gulf","Southern Atlantic coast","Sparidae","Pagrus pagrus","Red porgy"
"RSKATMATLC","Rosette skate Mid-Atlantic Coast","NEFSC-RSKATMATLC-1967-2005-SOSEBEE","NEFSC","Survey indices","USA","US East Coast","Mid-Atlantic Coast","Rajidae","Leucoraja garmani","Rosette skate"
"RSNAPGM","Red snapper Gulf of Mexico","SEFSC-RSNAPGM-1872-2013-SISIMP2016","SEFSC","SS3","USA","US Southeast and Gulf","Gulf of Mexico","Lutjanidae","Lutjanus campechanus","Red snapper"
"RSNAPSATLC","Red snapper Southern Atlantic coast","SEFSC-RSNAPSATLC-1950-2014-SISIMP2016","SEFSC","BAM","USA","US Southeast and Gulf","Southern Atlantic coast","Lutjanidae","Lutjanus campechanus","Red snapper"
"RSOLEGA","Rock sole Gulf of Alaska","AFSC-RSOLEGA-1977-2015-SISIMP2016","AFSC","SS3","USA","US Alaska","Gulf of Alaska","Pleuronectidae","Lepidopsetta bilineata","Rock sole"
"SABLEFEBSAIGA","Sablefish Eastern Bering Sea / Aleutian Islands / Gulf of Alaska","AFSC-SABLEFEBSAIGA-1960-2015-SISIMP2016","AFSC","Unknown","USA","US Alaska","Eastern Bering Sea / Aleutian Islands / Gulf of Alaska","Anoplopomatidae","Anoplopoma fimbria","Sablefish"
"SABLEFPCOAST","Sablefish Pacific Coast","NWFSC-SABLEFPCOAST-1900-2015-SISIMP2016","NWFSC","SS3","USA","US West Coast","Pacific Coast","Anoplopomatidae","Anoplopoma fimbria","Sablefish"
"SARDPCOAST","Pacific sardine Pacific Coast","SWFSC-SARDPCOAST-1994-2016-SISIMP2016","SWFSC","SS3","USA","US West Coast","Pacific Coast","Clupeidae","Sardinops sagax","Pacific sardine"
"SBARSHARATL","Sandbar shark Atlantic","SEFSC-SBARSHARATL-1960-2009-SISIMP2016","SEFSC","Unknown","USA","US Southeast and Gulf","Atlantic","Carcharhinidae","Carcharhinus plumbeus","Sandbar shark"
