"YEAR","STOCK_OR_COMPLEX","AREA","CATEGORY","PROBABILITY","ABC_BUFFER_FRACTION","OFL","ABC","ACL","STOCK_STATUS","NOTES","ASSESS_YEAR","ASSESS_TYPE","ASSESS_AUTHOR","SPR_HR","MOST_RECENT_STOCK_ASSESSMENT_LINK","SSC_REPORT_LINK","REBUILDING_ANALYSIS_LINK","UPDATED_HARVEST_SPECIFICATION_PROJECTIONS_LINK"
2023,"    Rock Sole","CW","3 (Year Based)",.4,.398,66.7,40.1534,40.1534,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Sand Sole","CW","3 (Year Based)",.4,.398,773.2,465.4664,465.4664,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"Pacific Whiting","CW","",,,,,369400,"","",2021,"Full","Johnson",,"","","",""
2023,"Shelf Rockfish North","N of 4010","",,,1614,1283,1283,"","Sum of harvest specification contributions of component stocks in the complex.",,"","",,"","","",""
2023,"    Bocaccio","N of 4010","3 (Year Based)",.45,.222,284,220.952,220.952,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Bronzespotted","N of 4010","3 (Year Based)",.45,.222,,,,"Unknown","",,"","",,"","","",""
2023,"    Chameleon","N of 4010","3 (Year Based)",.45,.222,,,,"Unknown","",,"","",,"","","",""
2023,"    Chilipepper","N of 4010","1 (Year Based)",.45,.091,180.74,164.2927,164.2927,"Non-Overfished","OFLs are apportioned to the north (7%) and south (93%) of 40&deg;10&rsquo; N lat. based on average historical landings.",2015,"Update","Field",,"=HYPERLINK(""https://www.pcouncil.org/documents/2016/06/status-of-the-chilipepper-rockfish-sebastes-goodei-in-the-california-current-for-2015.pdf/"",""2015 Update Assessment of Chilipepper Rockfish"")","=HYPERLINK(""http://www.pcouncil.org/documents/2015/06/agenda-item-d-8-a-supplemental-ssc-report.pdf/"",""SSC Report on the 2015 Chilipepper Rockfish Update Assessment"")","","=HYPERLINK(""https://www.pcouncil.org/documents/2019/09/agenda-item-h-8-supplemental-attachment-2.pdf/"",""2019 Updated Harvest Specification Projections for Chilipepper Rockfish (Table 7)"")"
2023,"    Cowcod","N of 4010","3 (Year Based)",.45,.222,.567,.4411,.4411,"Unknown","",2019,"DBSRA","Dick",,"","","",""
2023,"    Flag","N of 4010","3 (Year Based)",.45,.222,.1,.0778,.0778,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Freckled","N of 4010","3 (Year Based)",.45,.222,,,,"Unknown","",,"","",,"","","",""
2023,"    Greenblotched","N of 4010","3 (Year Based)",.45,.222,1.3,1.0114,1.0114,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Greenspotted","42 - 4010","2 (Year Based)",.45,.205,9.3886,7.4639,7.4639,"Precautionary","OFLs are projected using a 50% SPR harvest rate from the northern California model and updated in 2021. The portion of the assessed area north of 40&ordm;10&rsquo; N lat. (22.2% of OFL from northern California model) based on average historical catch.<br />
<a href=""https://www.pcouncil.org/documents/2011/09/status-of-greenspotted-rockfish-sebastes-chlorostictus-in-u-s-waters-off-california-september-2011.pdf/"">2011 Greenspotted Rockfish Assessment</a><br />
<a href=""https://www.pcouncil.org/documents/2011/09/g-groundfish-management-september-2011.pdf/"">SSC Report on the 2011 Greenspotted Rockfish Assessment</a>&nbsp;<br />
<strong>2021 Updated Harvest Specification Projections for Greenspotted Rockfish</strong>",2011,"Full","Dick",,"=HYPERLINK(""https://www.pcouncil.org/documents/2011/09/status-of-greenspotted-rockfish-sebastes-chlorostictus-in-u-s-waters-off-california-september-2011.pdf/"",""2011 Greenspotted Rockfish Assessment"")","","",""
2023,"    Greenspotted","WA - OR","3 (Year Based)",.45,.222,6.1,4.7458,4.7458,"Unknown","",2011,"DCAC","Dick",,"","","",""
2023,"    Greenstriped","N of 4010","3 (Year Based)",.45,.222,623.61,485.1686,485.1686,"Non-Overfished","OFL based on the MSY associated with the F<sub>MSY</sub> proxy in the 2009 assessment.&nbsp; The portion of the coastwide stock north of 40&deg;10&rsquo; N. lat. (84.5%) is based on the mean of the 2003-2008 swept area biomass estimates from the NMFS trawl survey.<br />
<a href=""https://www.pcouncil.org/documents/2009/10/status-of-greenstriped-rockfish-sebastes-elongatus-along-the-outer-coast-of-california-oregon-and-washington-october-27-2009.pdf/"">2009 Greenstriped Rockfish Assessment</a><br />
<a href=""https://www.pcouncil.org/documents/2009/09/e-groundfish-management-september-2009.pdf/"">SSC Report on the 2009 Greenstriped Rockfish Assessment</a>",2009,"Full","Hicks",,"=HYPERLINK(""https://www.pcouncil.org/documents/2009/10/status-of-greenstriped-rockfish-sebastes-elongatus-along-the-outer-coast-of-california-oregon-and-washington-october-27-2009.pdf/"",""2009 Greenstriped Rockfish Assessment"")","","","=HYPERLINK(""https://www.pcouncil.org/documents/2019/09/agenda-item-h-8-supplemental-attachment-2.pdf/"",""2019 Updated Harvest Specification Projections for Greenstriped Rockfish (Table 11)"")"
2023,"    Halfbanded","N of 4010","3 (Year Based)",.45,.222,,,,"Unknown","",,"","",,"","","",""
2023,"    Harlequin","N of 4010","3 (Year Based)",.45,.222,,,,"Unknown","",,"","",,"","","",""
2023,"    Honeycomb","N of 4010","3 (Year Based)",.45,.222,,,,"Unknown","",,"","",,"","","",""
2023,"    Mexican","N of 4010","3 (Year Based)",.45,.222,,,,"Unknown","",,"","",,"","","",""
2023,"    Pink","N of 4010","3 (Year Based)",.45,.222,.004,.0031,.0031,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Pinkrose","N of 4010","3 (Year Based)",.45,.222,,,,"Unknown","",,"","",,"","","",""
2023,"    Puget Sound","N of 4010","3 (Year Based)",.45,.222,,,,"Unknown","",,"","",,"","","",""
2023,"    Pygmy","N of 4010","3 (Year Based)",.45,.222,,,,"Unknown","",,"","",,"","","",""
2023,"    Redstripe","N of 4010","3 (Year Based)",.45,.222,269.9,209.9822,209.9822,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Rosethorn","N of 4010","3 (Year Based)",.45,.222,12.9,10.0362,10.0362,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Rosy","N of 4010","3 (Year Based)",.45,.222,3,2.334,2.334,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Silvergray","N of 4010","3 (Year Based)",.45,.222,159.4,124.0132,124.0132,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Speckled","N of 4010","3 (Year Based)",.45,.222,.2,.1556,.1556,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Squarespot","42 - 4010","2 (Year Based)",.45,.126,,,,"Precautionary","OFL projected using a 50% SPR harvest rate from the 2021 squarespot rockfish assessment in CA.",2021,"Data-moderate","Cope",,"","","",""
2023,"    Starry","N of 4010","3 (Year Based)",.45,.222,.0037,.0029,.0029,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Stripetail","N of 4010","3 (Year Based)",.45,.222,40.4,31.4312,31.4312,"Non-Overfished","",2011,"DBSRA","Dick",,"","","",""
2023,"    Swordspine","N of 4010","3 (Year Based)",.45,.222,.0001,.0001,.0001,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Tiger","N of 4010","3 (Year Based)",.45,.222,1,.778,.778,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Vermilion","WA","2 (Year Based)",.45,.126,.8196,.7164,.7164,"Non-Overfished","OFL projected from the 2021 assessment of vermilion rockfish in WA.<br />
<strong>2021 Assessment of Vermilion Rockfish in WA</strong>",2021,"Full","Cope",,"","=HYPERLINK(""https://www.pcouncil.org/documents/2021/09/c-6-a-supplemental-ssc-report-1-2.pdf/"",""SSC Report on the 2021 Assessment of Vermilion Rockfish"")","",""
2023,"    Vermilion","42 - 4010","1 (Year Based)",.45,.065,6.7865,6.3454,6.3454,"Non-Overfished","OFL projected from the 2021 assessment of vermilion rockfish in CA.&nbsp; The OFLs N (4.4%) and S (95.6%) of&nbsp;40&deg;10&rsquo; N lat. are based on an apportionment of the estimated biomass in CA N of 34&deg;27&rsquo; N lat.&nbsp;&nbsp;<br />
<strong>2021 Assessment of Vermilion Rockfish in CA N of&nbsp;34&deg;27&rsquo; N lat.&nbsp;</strong>",2021,"Full","Monk",,"","=HYPERLINK(""https://www.pcouncil.org/documents/2021/09/c-6-a-supplemental-ssc-report-1-2.pdf/"",""SSC Report on the 2021 Assessment of Vermilion Rockfish"")","",""
2023,"    Vermilion","OR","1 (Year Based)",.45,.065,13.477,12.601,12.601,"Non-Overfished","OFL projected from the 2021 assessment of vermilion rockfish in OR.<br />
<strong>2021 Assessment of Vermilion Rockfish in OR</strong>",2021,"Full","Cope",,"","=HYPERLINK(""https://www.pcouncil.org/documents/2021/09/c-6-a-supplemental-ssc-report-1-2.pdf/"",""SSC Report on the 2021 Vermilion Rockfish Assessment"")","",""
2023,"Shelf Rockfish South","S of 4010","",,,1840,1473,1473,"","Sum of harvest specification contributions of component stocks in the complex.",,"","",,"","","",""
2023,"    Bronzespotted","S of 4010","3 (Year Based)",.45,.222,3.6,2.8008,2.8008,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Chameleon","S of 4010","3 (Year Based)",.45,.222,,,,"Unknown","",,"","",,"","","",""
2023,"    Flag","S of 4010","3 (Year Based)",.45,.222,23.4,18.2052,18.2052,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Freckled","S of 4010","3 (Year Based)",.45,.222,,,,"Unknown","",,"","",,"","","",""
2023,"    Greenblotched","S of 4010","3 (Year Based)",.45,.222,23.1,17.9718,17.9718,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Greenspotted","4010 - 3427","2 (Year Based)",.45,.205,32.9024,26.1574,26.1574,"Precautionary","OFLs are projected using a 50% SPR harvest rate from the northern California model and updated in 2021. The portion of the assessed area north of 40&ordm;10&rsquo; N lat. (22.2% of OFL from northern California model) based on average historical catch.<br />
<a href=""https://www.pcouncil.org/documents/2011/09/status-of-greenspotted-rockfish-sebastes-chlorostictus-in-u-s-waters-off-california-september-2011.pdf/"">2011 Greenspotted Rockfish Assessment</a><br />
<a href=""https://www.pcouncil.org/documents/2011/09/g-groundfish-management-september-2011.pdf/"">SSC Report on the 2011 Greenspotted Rockfish Assessment</a>&nbsp;<br />
<strong>2021 Updated Harvest Specification Projections for Greenspotted Rockfish</strong>",2011,"Full","Dick",,"=HYPERLINK(""https://www.pcouncil.org/documents/2011/09/status-of-greenspotted-rockfish-sebastes-chlorostictus-in-u-s-waters-off-california-september-2011.pdf/"",""2011 Greenspotted Rockfish Assessment"")","","",""
2023,"    Greenspotted","S of 3427","2 (Year Based)",.45,.205,45.68,36.3156,36.3156,"Non-Overfished","OFLs are projected using a 50% SPR harvest rate from the southern California model and updated in 2021.<br />
<a href=""https://www.pcouncil.org/documents/2011/09/status-of-greenspotted-rockfish-sebastes-chlorostictus-in-u-s-waters-off-california-september-2011.pdf/"">2011 Greenspotted Rockfish Assessment</a><br />
<a href=""https://www.pcouncil.org/documents/2011/09/g-groundfish-management-september-2011.pdf/"">SSC Report on the 2011 Greenspotted Rockfish Assessment</a>&nbsp;<br />
<strong>2021 Updated Harvest Specification Projections for Greenspotted Rockfish</strong>",2011,"Full","Dick",,"=HYPERLINK(""https://www.pcouncil.org/documents/2011/09/status-of-greenspotted-rockfish-sebastes-chlorostictus-in-u-s-waters-off-california-september-2011.pdf/"",""2011 Greenspotted Rockfish Assessment"")","","",""
2023,"    Greenstriped","S of 4010","3 (Year Based)",.45,.222,114.39,88.9954,88.9954,"Non-Overfished","OFL based on the MSY associated with the F<sub>MSY</sub> proxy in the 2009 assessment.&nbsp; The portion of the coastwide stock south of 40&deg;10&rsquo; N. lat. (15.5%) is based on the mean of the 2003-2008 swept area biomass estimates from the NMFS trawl survey.<br />
<a href=""https://www.pcouncil.org/documents/2009/10/status-of-greenstriped-rockfish-sebastes-elongatus-along-the-outer-coast-of-california-oregon-and-washington-october-27-2009.pdf/"">2009 Greenstriped Rockfish Assessment</a><br />
<a href=""https://www.pcouncil.org/documents/2009/09/e-groundfish-management-september-2009.pdf/"">SSC Report on the 2009 Greenstriped Rockfish Assessment</a>",2009,"Full","Hicks",,"","","",""
2023,"    Halfbanded","S of 4010","3 (Year Based)",.45,.222,,,,"Unknown","",,"","",,"","","",""
2023,"    Harlequin","S of 4010","3 (Year Based)",.45,.222,,,,"Unknown","",,"","",,"","","",""
2023,"    Honeycomb","S of 4010","3 (Year Based)",.45,.222,9.9,7.7022,7.7022,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Mexican","S of 4010","3 (Year Based)",.45,.222,5.1,3.9678,3.9678,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Pink","S of 4010","3 (Year Based)",.45,.222,2.5,1.945,1.945,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Pinkrose","S of 4010","3 (Year Based)",.45,.222,,,,"Unknown","",,"","",,"","","",""
2023,"    Pygmy","S of 4010","3 (Year Based)",.45,.222,,,,"Unknown","",,"","",,"","","",""
2023,"    Redstripe","S of 4010","3 (Year Based)",.45,.222,.5,.389,.389,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Rosethorn","S of 4010","3 (Year Based)",.45,.222,2.1,1.6338,1.6338,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Rosy","S of 4010","3 (Year Based)",.45,.222,44.5,34.621,34.621,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Silvergray","S of 4010","3 (Year Based)",.45,.222,.5,.389,.389,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Speckled","S of 4010","3 (Year Based)",.45,.222,39.4,30.6532,30.6532,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Squarespot","S of 4010","2 (Year Based)",.45,.126,11.1,9.7014,9.7014,"Precautionary","OFL projected using a 50% SPR harvest rate from the 2021 squarespot rockfish assessment in CA.",2021,"Data-moderate","Cope",,"","","",""
2023,"    Starry","S of 4010","3 (Year Based)",.45,.222,62.6,48.7028,48.7028,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Stripetail","S of 4010","3 (Year Based)",.45,.222,23.6,18.3608,18.3608,"Non-Overfished","",2011,"DBSRA","Dick",,"","","",""
2023,"    Swordspine","S of 4010","3 (Year Based)",.45,.222,14.2,11.0476,11.0476,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Tiger","S of 4010","3 (Year Based)",.45,.222,.04,.0311,.0311,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Vermilion","S of 3427","2 (Year Based)",.45,.126,164.231,143.5379,143.5379,"Non-Overfished","OFL projected from the 2021 assessment of vermilion and sunset rockfishes in CA&nbsp;<strong>S of&nbsp;34&deg;27&rsquo; N lat.&nbsp;</strong> &nbsp;The assessment is of vermilion and sunset rockfishes in combination.<br />
<strong>2021 Assessment of Vermilion and Sunset Rockfishes in CA S of&nbsp;34&deg;27&rsquo; N lat.</strong>",2021,"Full","Dick",,"","=HYPERLINK(""https://www.pcouncil.org/documents/2021/09/c-6-a-supplemental-ssc-report-1-2.pdf/"",""SSC Report on the 2021 Assessment of Vermilion and Sunset Rockfishes in CA S of 34°27’ N lat."")","",""
2023,"    Vermilion","4010 - 3427","1 (Year Based)",.45,.065,151.8769,142.0049,142.0049,"Non-Overfished","OFL projected from the 2021 assessment of vermilion and sunset rockfishes in CA N&nbsp;of&nbsp;34&deg;27&rsquo; N lat..&nbsp; The OFLs N (4.4%) and S (95.6%) of&nbsp;40&deg;10&rsquo; N lat. are based on an apportionment of the estimated biomass in CA N of 34&deg;27&rsquo; N lat.&nbsp;&nbsp;The assessment is of vermilion and sunset rockfishes in combination.<br />
<strong>2021 Assessment of Vermilion and Sunset Rockfishes in CA N of&nbsp;34&deg;27&rsquo; N lat.&nbsp;</strong>",2021,"Full","Monk",,"","=HYPERLINK(""https://www.pcouncil.org/documents/2021/09/c-6-a-supplemental-ssc-report-1-2.pdf/"",""SSC Report on the 2021 Assessment of Vermilion and Sunset Rockfishes in CA N of 34°27’ N lat."")","",""
2023,"    Yellowtail Rockfish","S of 4010","3 (Year Based)",.45,.222,1064.4,828.1032,828.1032,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"Slope Rockfish North","N of 4010","",,,1819,1540,1540,"","Sum of harvest specification contributions of component stocks in the complex.",,"","",,"","","",""
2023,"    Aurora","N of 4010","1 (Year Based)",.45,.1,17.4078,15.6671,15.6671,"Non-Overfished","The portion of the coastwide stock north of 40&ordm;10&rsquo; N lat. (19%) is based on average survey biomass.",2013,"Full","Hamel",,"=HYPERLINK(""https://www.pcouncil.org/documents/2014/08/stock-assessment-of-aurora-rockfish-in-2013-published-december-27-2013.pdf/"",""2013 Aurora Rockfish Assessment"")","=HYPERLINK(""https://www.pcouncil.org/documents/2013/09/g-groundfish-management-september-2013.pdf/"",""SSC Report on the 2013 Aurora Rockfish Assessment"")","","=HYPERLINK(""https://www.pcouncil.org/documents/2021/08/c-8-attachment-2-harvest-specification-projections-for-select-west-coast-groundfish-stocks-in-2023-and-beyond-informed-by-the-new-sigmas-implemented-in-2020.pdf/"",""2021 Updated Harvest Specification Projections for Aurora Rockfish (Table 2)"")"
2023,"    Bank","N of 4010","3 (Year Based)",.45,.222,17.2,13.3816,13.3816,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Blackgill Rockfish","N of 4010","3 (Year Based)",.45,.222,4.7,3.6566,3.6566,"Unknown","",2011,"DCAC","Dick",,"","","",""
2023,"    Redbanded","N of 4010","3 (Year Based)",.45,.222,45.3,35.2434,35.2434,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Rougheye/Blackspotted","N of 4010","2 (Year Based)",.45,.19,233.24,188.9244,188.9244,"Non-Overfished","The coastwide OFLs are apportioned north (98%) and south (2%) based on average landings during 1985-2012.",2013,"Full","Hicks",,"=HYPERLINK(""https://www.pcouncil.org/documents/2014/01/the-status-of-rougheye-rockfish-sebastes-aleutianus-and-blackspotted-rockfish-s-melanostictus-as-a-complex-along-the-u-s-west-coast-in-2013-published-january-6-2014.pdf/"",""2013 Assessment of Rougheye and Blackspotted Rockfishes"")","=HYPERLINK(""https://www.pcouncil.org/documents/2013/09/g-groundfish-management-september-2013.pdf/"",""SSC Report on the 2013 Rougheye and Blackspotted Rockfishes Assessment"")","","=HYPERLINK(""https://www.pcouncil.org/documents/2019/09/agenda-item-h-5-supplemental-revised-attachment-24.pdf/"",""2019 Catch-Only Projection Update for Rougheye and Blackspotted Rockfishes"")"
2023,"    Sharpchin","N of 4010","2 (Year Based)",.45,.19,285.288,231.0833,231.0833,"Non-Overfished","OFLs are apportioned north and south of 40&ordm;10&rsquo; N lat. (80% N, 20% S) based on average swept area biomass estimates from the triennial survey.<br />
<a href=""https://www.pcouncil.org/documents/2015/01/data-moderate-stock-assessments-for-brown-china-copper-sharpchin-stripetail-and-yellowtail-rockfishes-and-english-and-rex-soles-in-2013-published-january-2015.pdf/"">2013 Data-moderate Assessment of Sharpchin Rockfish</a><br />
<a href=""https://www.pcouncil.org/documents/2013/06/f-groundfish-management-june-2013.pdf/"">SSC Report on the 2013 Sharpchin Rockfish Assessment</a><br />
<a href=""https://www.pcouncil.org/documents/2019/09/agenda-item-h-8-supplemental-attachment-2.pdf/"">2019 Updated Harvest Projections for Sharpchin Rockfish (Table 15)</a>",2013,"ExSSS","Cope",,"=HYPERLINK(""https://www.pcouncil.org/documents/2015/01/data-moderate-stock-assessments-for-brown-china-copper-sharpchin-stripetail-and-yellowtail-rockfishes-and-english-and-rex-soles-in-2013-published-january-2015.pdf/"",""2013 Data-moderate Assessment of Sharpchin Rockfish"")","","","=HYPERLINK(""https://www.pcouncil.org/documents/2019/09/agenda-item-h-8-supplemental-attachment-2.pdf/"",""2019 Updated Harvest Projections for Sharpchin Rockfish (Table 15)"")"
2023,"    Shortraker","N of 4010","3 (Year Based)",.45,.222,18.7,14.5486,14.5486,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Splitnose","N of 4010","1 (Year Based)",.45,.117,1005.264,887.6481,887.6481,"Non-Overfished","OFL projected using a 50% SPR harvest rate in the 2019 Updated Harvest Specification Projections. &nbsp;Coastwide OFL is apportioned N (35.8%) and S (64.2%) of 40&deg;10&rsquo; N. lat. based on average historical (1916-2008) landings.",2009,"Full","Gertseva",,"=HYPERLINK(""https://www.pcouncil.org/documents/2009/10/status-of-the-u-s-splitnose-rockfish-sebastes-diploproa-resource-in-2009-october-28-2009.pdf/"",""2009 Splitnose Rockfish Assessment"")","=HYPERLINK(""https://www.pcouncil.org/documents/2009/06/e-groundfish-management-june-2009.pdf/"",""SSC Report on the 2009 Splitnose Rockfish Assessment"")","","=HYPERLINK(""https://www.pcouncil.org/documents/2021/08/c-8-attachment-2-harvest-specification-projections-for-select-west-coast-groundfish-stocks-in-2023-and-beyond-informed-by-the-new-sigmas-implemented-in-2020.pdf/"",""2021 Updated Harvest Specification Projections for Splitnose Rockfish (Table 6)"")"
2023,"    Yellowmouth","N of 4010","3 (Year Based)",.45,.222,192.4,149.6872,149.6872,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"Slope Rockfish South","S of 4010","",,,870,701,701,"","Sum of harvest specification contributions of component stocks in the complex.",,"","",,"","","",""
2023,"    Aurora","S of 4010","1 (Year Based)",.45,.1,74.2124,66.7911,66.7911,"Non-Overfished","The portion of the coastwide stock north of 40&ordm;10&rsquo; N lat. (19%) is based on average survey biomass.&nbsp;",2013,"Full","Hamel",,"=HYPERLINK(""https://www.pcouncil.org/documents/2014/08/stock-assessment-of-aurora-rockfish-in-2013-published-december-27-2013.pdf/"",""2013 Aurora Rockfish Assessment"")","=HYPERLINK(""https://www.pcouncil.org/documents/2013/09/g-groundfish-management-september-2013.pdf/"",""SSC Report on the 2013 Aurora Rockfish Assessment"")","","=HYPERLINK(""https://www.pcouncil.org/documents/2021/08/c-8-attachment-2-harvest-specification-projections-for-select-west-coast-groundfish-stocks-in-2023-and-beyond-informed-by-the-new-sigmas-implemented-in-2020.pdf/"",""2021 Updated Harvest Specification Projections for Aurora Rockfish (Table 2)"")"
2023,"    Bank","S of 4010","3 (Year Based)",.45,.222,503.2,391.4896,391.4896,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Blackgill Rockfish","S of 4010","2 (Year Based)",.45,.159,205,172.405,172.405,"Non-Overfished","",2017,"Update","Field",,"=HYPERLINK(""https://www.pcouncil.org/documents/2018/05/stock-assessment-update-of-blackgill-rockfish-sebastes-melanostomus-in-the-conception-and-monterey-inpfc-areas-for-2017.pdf/"",""2017 Update Assessment of Blackgill Rockfish"")","=HYPERLINK(""https://www.pcouncil.org/documents/2017/06/f4a_sup_ssc_rpt_assessents_final_jun2017bb-1.pdf/"",""SSC Report on the 2017 Blackgill Rockfish Update Assessment"")","","=HYPERLINK(""https://www.pcouncil.org/documents/2019/09/agenda-item-h-5-attachment-16.pdf/"",""2019 Catch-Only Projection Update for Blackgill Rockfish"")"
2023,"    Pacific Ocean Perch","S of 4010","3 (Year Based)",.45,.222,,,,"Unknown","",,"","",,"","","",""
2023,"    Redbanded","S of 4010","3 (Year Based)",.45,.222,10.4,8.0912,8.0912,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Rougheye/Blackspotted","S of 4010","2 (Year Based)",.45,.19,4.76,3.8556,3.8556,"Non-Overfished","The coastwide OFLs are apportioned north (98%) and south (2%) based on average landings during 1985-2012.",2013,"Full","Hicks",,"=HYPERLINK(""https://www.pcouncil.org/documents/2014/01/the-status-of-rougheye-rockfish-sebastes-aleutianus-and-blackspotted-rockfish-s-melanostictus-as-a-complex-along-the-u-s-west-coast-in-2013-published-january-6-2014.pdf/"",""2013 Assessment of Rougheye and Blackspotted Rockfishes"")","=HYPERLINK(""https://www.pcouncil.org/documents/2013/09/g-groundfish-management-september-2013.pdf/"",""SSC Report on the 2013 Rougheye and Blackspotted Rockfishes Assessment"")","","=HYPERLINK(""https://www.pcouncil.org/documents/2019/09/agenda-item-h-5-supplemental-revised-attachment-24.pdf/"",""2019 Catch-Only Projection Update for Rougheye and Blackspotted Rockfishes"")"
2023,"    Sharpchin","S of 4010","2 (Year Based)",.45,.19,71.322,57.7708,57.7708,"Non-Overfished","OFLs are apportioned north and south of 40&ordm;10&rsquo; N lat. (80% N, 20% S) based on average swept area biomass estimates from the triennial survey.<br />
<a href=""https://www.pcouncil.org/documents/2015/01/data-moderate-stock-assessments-for-brown-china-copper-sharpchin-stripetail-and-yellowtail-rockfishes-and-english-and-rex-soles-in-2013-published-january-2015.pdf/"">2013 Data-moderate Assessment of Sharpchin Rockfish</a><br />
<a href=""https://www.pcouncil.org/documents/2013/06/f-groundfish-management-june-2013.pdf/"">SSC Report on the 2013 Sharpchin Rockfish Assessment</a><br />
<a href=""https://www.pcouncil.org/documents/2019/09/agenda-item-h-8-supplemental-attachment-2.pdf/"">2019 Updated Harvest Projections for Sharpchin Rockfish (Table 15)</a>",2013,"ExSSS","Cope",,"=HYPERLINK(""https://www.pcouncil.org/documents/2015/01/data-moderate-stock-assessments-for-brown-china-copper-sharpchin-stripetail-and-yellowtail-rockfishes-and-english-and-rex-soles-in-2013-published-january-2015.pdf/"",""2013 Data-moderate Assessment of Sharpchin Rockfish"")","","","=HYPERLINK(""https://www.pcouncil.org/documents/2019/09/agenda-item-h-8-supplemental-attachment-2.pdf/"",""2019 Updated Harvest Projections for Sharpchin Rockfish (Table 15)"")"
2023,"    Shortraker","S of 4010","3 (Year Based)",.45,.222,.1,.0778,.0778,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Yellowmouth","S of 4010","3 (Year Based)",.45,.222,.8,.6224,.6224,"Unknown","",2011,"DBSRA","Dick",,"","","",""